Pmax (MW),Pmin (MW),Type,Cost ($/MWh),EF,CC,Zone
0.8,0.5,Landfill_NG,15,0.39,0.43,AP_OH
2,0.1,WindOn,0,0,0.28,DPL_DE
105.7,0.7,WindOn,0,0,0.28,AEP_IN
3.2,0.1,WindOn,0,0,0.28,ME_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_NY
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_NY
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_NY
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_NY
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_NY
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_NY
9, ,SolarPV,0,0,0.35,PS_IL
10, ,SolarPV,0,0,0.35,AEP_OH
2, ,SolarPV,0,0,0.35,JC_NJ
1, ,SolarPV,0,0,0.35,DPL_PA
1, ,SolarPV,0,0,0.35,DPL_PA
0.8, ,SolarPV,0,0,0.35,DPL_PA
40,0,WindOn,0,0,0.28,AP_MD
10,0,WindOn,0,0,0.28,AP_MD
1.6,1.2,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.6,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
10.1, ,SolarPV,0,0,0.35,PL_PA
38,0,WindOn,0,0,0.28,ME_PA
1, ,SolarPV,0,0,0.35,PL_PA
200,40,WindOn,0,0,0.28,CE_IL
50,40,WindOn,0,0,0.28,ME_PA
217.5,10.9,WindOn,0,0,0.28,CE_IL
1.2, ,SolarPV,0,0,0.35,DPL_DE
10, ,SolarPV,0,0,0.35,DPL_DE
1.7, ,SolarPV,0,0,0.35,JC_NJ
150,7.5,WindOn,0,0,0.28,CE_IL
235,93,NGCC,18.75,0.4,0.98,DPL_DE
126,67,NGCC,18.75,0.4,0.98,DPL_DE
1, ,SolarPV,0,0,0.35,JC_NJ
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
2, ,SolarPV,0,0,0.35,PL_PA
2.7, ,SolarPV,0,0,0.35,PL_PA
2.7, ,SolarPV,0,0,0.35,JC_NJ
3.6, ,SolarPV,0,0,0.35,JC_NJ
1.5, ,SolarPV,0,0,0.35,PS_NJ
2.5, ,SolarPV,0,0,0.35,JC_NJ
2.6, ,SolarPV,0,0,0.35,BC_PA
2.2,0.1,SolarPV,0,0,0.35,JC_NJ
1.4,0.1,SolarPV,0,0,0.35,JC_NJ
22,1,Hydro,50,0,0.5,AP_WV
22,1,Hydro,50,0,0.5,AP_WV
1.6,0.8,Landfill_NG,15,0.39,0.43,CE_IL
1.6,0.8,Landfill_NG,15,0.39,0.43,CE_IL
1.6,0.8,Landfill_NG,15,0.39,0.43,CE_IL
0.8,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
3, ,SolarPV,0,0,0.35,ME_PA
1.3, ,SolarPV,0,0,0.35,DOM_NC
1.3, ,SolarPV,0,0,0.35,DOM_NC
1.3, ,SolarPV,0,0,0.35,DOM_NC
1.3, ,SolarPV,0,0,0.35,DOM_NC
1.3, ,SolarPV,0,0,0.35,DOM_NC
97.6,0,WindOn,0,0,0.28,AEP_WV
18, ,SolarPV,0,0,0.35,JC_NJ
302,0,WindOn,0,0,0.28,AEP_OH
3.8, ,SolarPV,0,0,0.35,JC_NJ
8, ,SolarPV,0,0,0.35,ATSI_OH
200,0,WindOn,0,0,0.28,CE_IL
1.8, ,SolarPV,0,0,0.35,AEP_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_PA
1, ,SolarPV,0,0,0.35,JC_NJ
8, ,SolarPV,0,0,0.35,PS_NJ
3, ,SolarPV,0,0,0.35,PS_NJ
3, ,SolarPV,0,0,0.35,PS_NJ
2, ,SolarPV,0,0,0.35,PS_NJ
150.4,0,WindOn,0,0,0.28,CE_IL
1, ,SolarPV,0,0,0.35,PL_PA
1.9, ,SolarPV,0,0,0.35,PL_PA
4.5,4.5,WindOn,0,0,0.28,AEP_OH
1.3, ,SolarPV,0,0,0.35,JC_NJ
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,PN_PA
2.6, ,SolarPV,0,0,0.35,JC_NJ
53.7,0.7,WindOn,0,0,0.28,DOM_WV
2.5,0,WindOn,0,0,0.28,ATSI_OH
99,0.7,WindOn,0,0,0.28,AEP_OH
205.2,2.8,WindOn,0,0,0.28,CE_IL
1,0.2,NGCT,26.3,0.59,0.98,AEP_IN
100,2,WindOn,0,0,0.28,AEP_IN
1,0,WindOn,0,0,0.28,ATSI_IN
1,0,WindOn,0,0,0.28,ATSI_IN
1, ,SolarPV,0,0,0.35,PL_PA
1.4, ,SolarPV,0,0,0.35,PE_MD
4.1, ,SolarPV,0,0,0.35,JC_NJ
4, ,SolarPV,0,0,0.35,AE_NJ
3.5, ,SolarPV,0,0,0.35,AE_NJ
12, ,SolarPV,0,0,0.35,JC_NJ
1.5, ,SolarPV,0,0,0.35,AE_NJ
1.5, ,SolarPV,0,0,0.35,AE_NJ
0.8, ,SolarPV,0,0,0.35,AE_NJ
3, ,SolarPV,0,0,0.35,AE_NJ
0.9, ,SolarPV,0,0,0.35,ME_PA
0.4, ,SolarPV,0,0,0.35,ME_PA
150.4,0,WindOn,0,0,0.28,CE_IL
4, ,SolarPV,0,0,0.35,PE_NJ
2.5, ,SolarPV,0,0,0.35,PS_NJ
1.9, ,SolarPV,0,0,0.35,JC_NJ
2.5, ,SolarPV,0,0,0.35,JC_NJ
3.5, ,SolarPV,0,0,0.35,JC_NJ
1.4, ,SolarPV,0,0,0.35,JC_NJ
1.1, ,SolarPV,0,0,0.35,AE_NJ
1.1, ,SolarPV,0,0,0.35,AE_NJ
69,0.1,WindOn,0,0,0.28,PN_PA
3.7, ,SolarPV,0,0,0.35,AE_NJ
2.3, ,SolarPV,0,0,0.35,AE_NJ
1.6, ,SolarPV,0,0,0.35,AE_NJ
0.8, ,SolarPV,0,0,0.35,AE_NJ
1,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
1,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
13.7, ,SolarPV,0,0,0.35,PEP_MD
1.3, ,SolarPV,0,0,0.35,PL_PA
140.8,2.4,WindOn,0,0,0.28,PL_PA
1.3, ,SolarPV,0,0,0.35,DPL_DE
2, ,SolarPV,0,0,0.35,JC_NJ
1.4, ,SolarPV,0,0,0.35,AE_NJ
1.4, ,SolarPV,0,0,0.35,PS_NJ
4.1, ,SolarPV,0,0,0.35,JC_NJ
67,10,NG,22.525,0.495,0.98,DEOK_OH
222.7,90,NGCC,18.75,0.4,0.98,JC_NJ
222.7,90,NGCC,18.75,0.4,0.98,JC_NJ
327.5,70,NGCC,18.75,0.4,0.98,JC_NJ
192,80,NGCT,26.3,0.59,0.98,AEP_IN
1, ,SolarPV,0,0,0.35,JC_NJ
2.4, ,SolarPV,0,0,0.35,PS_NJ
0.5, ,SolarPV,0,0,0.35,PS_NJ
0.3, ,SolarPV,0,0,0.35,PS_NJ
0.3, ,SolarPV,0,0,0.35,PS_NJ
1.3, ,SolarPV,0,0,0.35,JC_NJ
0.3, ,SolarPV,0,0,0.35,JC_NJ
0.7, ,SolarPV,0,0,0.35,JC_NJ
0.5, ,SolarPV,0,0,0.35,JC_NJ
0.4, ,SolarPV,0,0,0.35,JC_NJ
0.2, ,SolarPV,0,0,0.35,JC_NJ
0.8, ,SolarPV,0,0,0.35,JC_NJ
2.7, ,SolarPV,0,0,0.35,JC_NJ
1, ,SolarPV,0,0,0.35,DPL_MD
1.1,0.6,Landfill_NG,15,0.39,0.43,AEP_VA
1.6,1.3,Landfill_NG,15,0.39,0.43,DOM_VA
1.6,1.3,Landfill_NG,15,0.39,0.43,DOM_VA
1.6,1.3,Landfill_NG,15,0.39,0.43,DOM_VA
1.6,1.3,Landfill_NG,15,0.39,0.43,DOM_VA
11.9,7.5,NGCC,18.75,0.4,0.98,DEOK_OH
11.9,7.5,NGCC,18.75,0.4,0.98,DEOK_OH
1.9,0.2,Oil,40,0.82,0.98,DEOK_OH
21.5,4,NGCC,18.75,0.4,0.98,DEOK_OH
2,0.2,Oil,40,0.82,0.98,DEOK_OH
1.5,0.2,Oil,40,0.82,0.98,DEOK_OH
1.3,0.2,NGCT,26.3,0.59,0.98,DEOK_OH
10, ,SolarPV,0,0,0.35,AE_NJ
1, ,SolarPV,0,0,0.35,AE_NJ
109.5,40,WindOn,0,0,0.28,CE_IL
80,1,WindOn,0,0,0.28,CE_IA
75,0,WindOn,0,0,0.28,PN_PA
139.4,0,WindOn,0,0,0.28,AP_PA
30,0,WindOn,0,0,0.28,PN_PA
217,0,WindOn,0,0,0.28,AEP_IL
2.1, ,SolarPV,0,0,0.35,DPL_MD
1.8, ,SolarPV,0,0,0.35,JC_NJ
3.9, ,SolarPV,0,0,0.35,JC_NJ
5.5, ,SolarPV,0,0,0.35,JC_NJ
7.5,7.5,SolarPV,0,0,0.35,AE_NJ
2, ,SolarPV,0,0,0.35,JC_NJ
0.8, ,SolarPV,0,0,0.35,JC_NJ
0.3,0.1,Oil,40,0.82,0.98,DUQ_PA
0.8,0.2,Oil,40,0.82,0.98,DUQ_PA
1.3, ,SolarPV,0,0,0.35,JC_NJ
2,1,Oil,40,0.82,0.98,ME_PA
1.5,0.7,Oil,40,0.82,0.98,ME_PA
1.5,0.7,Oil,40,0.82,0.98,ME_PA
1.4,0.5,Bio,20,0.99,0.43,ME_VA
1.1, ,SolarPV,0,0,0.35,JC_NJ
225,80,NGCC,18.75,0.4,0.98,PS_NJ
225,80,NGCC,18.75,0.4,0.98,PS_NJ
285,60,NGCC,18.75,0.4,0.98,PS_NJ
3.5, ,SolarPV,0,0,0.35,ATSI_OH
1.3, ,SolarPV,0,0,0.35,JC_NJ
3.4, ,SolarPV,0,0,0.35,JC_NJ
5, ,SolarPV,0,0,0.35,ME_PA
1, ,SolarPV,0,0,0.35,JC_NJ
2.1, ,SolarPV,0,0,0.35,JC_NJ
1.5, ,SolarPV,0,0,0.35,PS_NJ
1.8, ,SolarPV,0,0,0.35,JC_NJ
2.6,1,NG,22.525,0.495,0.98,PEP_DE
81,1,WindOn,0,0,0.28,CE_IL
2, ,SolarPV,0,0,0.35,JC_NJ
1.1,0.5,NGCT,26.3,0.59,0.98,AEP_IN
2, ,SolarPV,0,0,0.35,ATSI_OH
12.4, ,SolarPV,0,0,0.35,DOM_NC
5,3,NGCT,26.3,0.59,0.98,CE_IL
1.8,0.5,NGCT,26.3,0.59,0.98,CE_IL
5.7,0,NGCT,26.3,0.59,0.98,CE_OH
7.5,0,NGCT,26.3,0.59,0.98,CE_OH
6.2,2.5,NGCT,26.3,0.59,0.98,JC_NJ
2,0.1,Oil,40,0.82,0.98,AE_NJ
2,0.1,Oil,40,0.82,0.98,AE_NJ
2,0.1,Oil,40,0.82,0.98,AE_NJ
1,0.5,Bio,20,0.99,0.43,CE_IL
1,0.5,Bio,20,0.99,0.43,CE_IL
1,0.5,Bio,20,0.99,0.43,CE_IL
5.3,0,NGCT,26.3,0.59,0.98,PS_IL
5.3,0,NGCT,26.3,0.59,0.98,PS_IL
1.9, ,SolarPV,0,0,0.35,JC_NJ
6.1,3,NGCT,26.3,0.59,0.98,PN_PA
2.9,0.4,NGCT,26.3,0.59,0.98,PN_PA
2.2,0.2,NGCT,26.3,0.59,0.98,PN_PA
2.8,0.2,NGCT,26.3,0.59,0.98,PN_PA
7,3.3,NGCT,26.3,0.59,0.98,PN_PA
5.7,1,NGCT,26.3,0.59,0.98,BC_MD
2.3,0.5,Oil,40,0.82,0.98,BC_MD
2.3,0.5,Oil,40,0.82,0.98,BC_MD
5,0.5,NGCC,18.75,0.4,0.98,BC_MD
2.3,0.5,Oil,40,0.82,0.98,BC_MD
4.3,0.5,NGCT,26.3,0.59,0.98,BC_MD
4.3,0.5,NGCT,26.3,0.59,0.98,BC_MD
4.3,0.5,NGCT,26.3,0.59,0.98,BC_MD
4.3,0.5,NGCT,26.3,0.59,0.98,BC_MD
7.5,0.5,NGCC,18.75,0.4,0.98,BC_MD
7.5,0.5,NGCC,18.75,0.4,0.98,BC_MD
4.5,0.5,NGCC,18.75,0.4,0.98,BC_MD
9.6,1.3,Landfill_NG,15,0.39,0.43,JC_NJ
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
1.5,0.1,WindOn,0,0,0.28,AEP_OH
11.8, ,SolarPV,0,0,0.35,DPL_DE
2.9, ,SolarPV,0,0,0.35,PE_PA
73,52,NGCT,26.3,0.59,0.98,AE_NJ
1, ,SolarPV,0,0,0.35,DPL_MD
1, ,SolarPV,0,0,0.35,DPL_MD
1, ,SolarPV,0,0,0.35,DPL_MD
0.8,0,NGCT,26.3,0.59,0.98,PS_IL
0.8,0.1,NGCT,26.3,0.59,0.98,PS_IL
0.8,0.2,NGCT,26.3,0.59,0.98,PS_IL
0.8,0.3,NGCT,26.3,0.59,0.98,PS_IL
1.6,0.7,Landfill_NG,15,0.39,0.43,PL_MD
1.6,0.7,Landfill_NG,15,0.39,0.43,PL_MD
1.6,0.8,Landfill_NG,15,0.39,0.43,PL_PA
1,0.7,Landfill_NG,15,0.39,0.43,BC_MD
297.5,138,NGCC,18.75,0.4,0.98,DOM_VA
297.5,138,NGCC,18.75,0.4,0.98,DOM_VA
297.5,138,NGCC,18.75,0.4,0.98,DOM_VA
579.7,281,NGCC,18.75,0.4,0.98,DOM_VA
5.5,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
6.5,0.5,Landfill_NG,15,0.39,0.43,ATSI_OH
2,0.8,Oil,40,0.82,0.98,ATSI_OH
2,0.8,NGCT,26.3,0.59,0.98,ATSI_OH
2,0.8,NGCT,26.3,0.59,0.98,ATSI_OH
2,0.8,NGCT,26.3,0.59,0.98,ATSI_OH
2,0.8,NGCT,26.3,0.59,0.98,ATSI_OH
2,0.8,NGCT,26.3,0.59,0.98,ATSI_OH
1, ,SolarPV,0,0,0.35,AEP_NC
4, ,SolarPV,0,0,0.35,DOM_NC
1.4,0.7,Bio,20,0.99,0.43,PE_PA
1.4,0.7,Bio,20,0.99,0.43,PE_PA
1.4,0.7,Bio,20,0.99,0.43,PE_PA
1.4,0.7,Bio,20,0.99,0.43,PE_PA
5.2,2.5,NGCT,26.3,0.59,0.98,CE_IL
7.2,3.5,NGCT,26.3,0.59,0.98,CE_IL
2.8, ,SolarPV,0,0,0.35,DPL_MD
5, ,SolarPV,0,0,0.35,AEP_NC
5, ,SolarPV,0,0,0.35,AEP_NC
5, ,SolarPV,0,0,0.35,AEP_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5.2, ,SolarPV,0,0,0.35,JC_NJ
4.2, ,SolarPV,0,0,0.35,JC_NJ
4.1, ,SolarPV,0,0,0.35,JC_NJ
2.3, ,SolarPV,0,0,0.35,AE_NJ
2, ,SolarPV,0,0,0.35,AE_NJ
3, ,SolarPV,0,0,0.35,JC_NJ
3, ,SolarPV,0,0,0.35,JC_NJ
0.8,0.2,NGCT,26.3,0.59,0.98,PS_IL
0.8,0.2,NGCT,26.3,0.59,0.98,PS_IL
0.8,0.2,NGCT,26.3,0.59,0.98,PS_IL
0.8,0.2,NGCT,26.3,0.59,0.98,PS_IL
0.4,0.1,NGCT,26.3,0.59,0.98,PS_IL
1.6,0.8,Landfill_NG,15,0.39,0.43,AP_IL
1.6,0.8,Landfill_NG,15,0.39,0.43,AP_IL
1.6,0.8,Landfill_NG,15,0.39,0.43,AP_IL
2.1, ,SolarPV,0,0,0.35,ATSI_OH
1.8, ,SolarPV,0,0,0.35,ATSI_OH
1.5, ,SolarPV,0,0,0.35,PS_NJ
27, ,SolarPV,0,0,0.35,DOM_MD
200,0,WindOn,0,0,0.28,ATSI_IN
435,240,NGCC,18.75,0.4,0.98,ME_PA
435,240,NGCC,18.75,0.4,0.98,ME_PA
435,250,NGCC,18.75,0.4,0.98,PN_PA
435,250,NGCC,18.75,0.4,0.98,PN_PA
6,2.4,NG,22.525,0.495,0.98,PEP_DE
5.3,2.1,NG,22.525,0.495,0.98,PEP_DE
3.5,1.4,NG,22.525,0.495,0.98,PEP_DE
3.6,1.4,NG,22.525,0.495,0.98,PEP_DE
3.4,1.4,NG,22.525,0.495,0.98,PEP_DE
3.2,1.3,NG,22.525,0.495,0.98,PEP_DE
1,0.2,Bio,20,0.99,0.43,ATSI_OH
1,0.1,SolarPV,0,0,0.35,ME_PA
5.5,0,SolarPV,0,0,0.35,PEP_MD
4, ,SolarPV,0,0,0.35,DPL_DE
5.6,0.3,Landfill_NG,15,0.39,0.43,ME_PA
5.6,0.3,Landfill_NG,15,0.39,0.43,ME_PA
5, ,SolarPV,0,0,0.35,DOM_NC
16, ,SolarPV,0,0,0.35,AE_NJ
1.2, ,SolarPV,0,0,0.35,DOM_NC
1.5, ,SolarPV,0,0,0.35,AEP_IN
1.6,1.2,Landfill_NG,15,0.39,0.43,ME_PA
1.6,1.2,Landfill_NG,15,0.39,0.43,ME_PA
1.2, ,SolarPV,0,0,0.35,JC_NJ
6.6, ,SolarPV,0,0,0.35,JC_NJ
3.1, ,SolarPV,0,0,0.35,AE_NJ
2.8, ,SolarPV,0,0,0.35,JC_NJ
1.5, ,SolarPV,0,0,0.35,PL_PA
3, ,SolarPV,0,0,0.35,AE_NJ
2.5, ,SolarPV,0,0,0.35,AEP_NC
1.6,1.2,Landfill_NG,15,0.39,0.43,AEP_MI
1.6,1.2,Landfill_NG,15,0.39,0.43,AEP_MI
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_MI
49.9,25,Bio,20,0.99,0.43,DOM_VA
7.9, ,SolarPV,0,0,0.35,PS_NJ
3.3,0.1,Bio,20,0.99,0.43,DUQ_PA
5, ,SolarPV,0,0,0.35,PE_NJ
15.5,7.5,NGCT,26.3,0.59,0.98,JC_NJ
4.5, ,SolarPV,0,0,0.35,JC_NJ
1.2, ,SolarPV,0,0,0.35,JC_NJ
3.4,0,WindOn,0,0,0.28,AEP_OH
1.7,0.1,NGCT,26.3,0.59,0.98,PS_IL
2.6, ,SolarPV,0,0,0.35,CE_IL
1.7, ,SolarPV,0,0,0.35,JC_NJ
2.3, ,SolarPV,0,0,0.35,JC_NJ
4, ,SolarPV,0,0,0.35,AEP_OH
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
6,0.8,Hydro,50,0,0.5,AP_PA
212,1,WindOn,0,0,0.28,CE_IL
4.4,2,NGCT,26.3,0.59,0.98,PL_PA
4.4,2,NGCT,26.3,0.59,0.98,PL_PA
4.4,2,NGCT,26.3,0.59,0.98,PL_PA
4.4,2,NGCT,26.3,0.59,0.98,PL_PA
4.4,2,NGCT,26.3,0.59,0.98,PL_PA
4.4,2.2,NGCT,26.3,0.59,0.98,PL_PA
4.4,2.2,NGCT,26.3,0.59,0.98,PL_PA
4.4,2.2,NGCT,26.3,0.59,0.98,PL_PA
4.4,2.2,NGCT,26.3,0.59,0.98,PL_PA
4.4,2.2,NGCT,26.3,0.59,0.98,PL_PA
5, ,SolarPV,0,0,0.35,DOM_NC
3, ,SolarPV,0,0,0.35,DOM_NC
3, ,SolarPV,0,0,0.35,DOM_NC
124,25,WindOn,0,0,0.28,PN_NY
249.8,25,WindOn,0,0,0.28,AEP_OH
11.4, ,SolarPV,0,0,0.35,JC_NJ
1, ,SolarPV,0,0,0.35,AEP_IN
1, ,SolarPV,0,0,0.35,AEP_IN
1.3, ,SolarPV,0,0,0.35,PS_NJ
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
4.4,2.2,NGCT,26.3,0.59,0.98,ME_PA
4.4,2.2,NGCT,26.3,0.59,0.98,ME_PA
4.4,2.2,NGCT,26.3,0.59,0.98,ME_PA
4.4,2.2,NGCT,26.3,0.59,0.98,ME_PA
4.4,2.2,NGCT,26.3,0.59,0.98,ME_PA
7,3,NGCT,26.3,0.59,0.98,ME_PA
7,3,NGCT,26.3,0.59,0.98,ME_PA
7,3,NGCT,26.3,0.59,0.98,ME_PA
7,3,NGCT,26.3,0.59,0.98,ME_PA
7,3,NGCT,26.3,0.59,0.98,ME_PA
7,3,NGCT,26.3,0.59,0.98,ME_PA
0.8, ,SolarPV,0,0,0.35,AE_NJ
0.5, ,SolarPV,0,0,0.35,AE_NJ
0.6,0.2,NGCT,26.3,0.59,0.98,PS_IL
0.6,0.2,NGCT,26.3,0.59,0.98,PS_IL
5, ,SolarPV,0,0,0.35,DOM_NC
20, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
2, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,AEP_NC
8.6, ,SolarPV,0,0,0.35,PE_NJ
2.9, ,SolarPV,0,0,0.35,JC_NJ
7.5, ,SolarPV,0,0,0.35,JC_NJ
2.5,0.1,WindOn,0,0,0.28,CE_IL
2.5,0.1,WindOn,0,0,0.28,CE_IL
1, ,SolarPV,0,0,0.35,PS_NJ
1.6,0.1,NGCT,26.3,0.59,0.98,PE_PA
1.6,0.1,NGCT,26.3,0.59,0.98,PE_PA
1.6,0.1,NGCT,26.3,0.59,0.98,PE_PA
1.6,0.1,NGCT,26.3,0.59,0.98,PE_PA
1.6,0.1,NGCT,26.3,0.59,0.98,PE_PA
1.6,0.1,NGCT,26.3,0.59,0.98,PE_PA
1.6,0.1,NGCT,26.3,0.59,0.98,PE_PA
1.6,0.1,NGCT,26.3,0.59,0.98,PE_PA
1.6,0.1,NGCT,26.3,0.59,0.98,PE_PA
1.6,0.1,NGCT,26.3,0.59,0.98,PE_PA
175,0,WindOn,0,0,0.28,CE_IL
40,0.4,WindOn,0,0,0.28,AP_MD
1, ,SolarPV,0,0,0.35,JC_NJ
1.4,1.2,Bio,20,0.99,0.43,ATSI_OH
1.4,1.2,Bio,20,0.99,0.43,ATSI_OH
202,1,WindOn,0,0,0.28,CE_IL
48.4,22.8,NGCC,18.75,0.4,0.98,PL_PA
48.4,22.8,NGCC,18.75,0.4,0.98,PL_PA
48.4,22.8,NGCC,18.75,0.4,0.98,PL_PA
82.3,19,NGCC,18.75,0.4,0.98,PL_PA
82.3,19,NGCC,18.75,0.4,0.98,PL_PA
20, ,SolarPV,0,0,0.35,DOM_NC
1.2,0.5,Oil,40,0.82,0.98,JC_NJ
4.3,2.4,NGCT,26.3,0.59,0.98,JC_NJ
5.6,2.8,NGCT,26.3,0.59,0.98,JC_NJ
8.5, ,SolarPV,0,0,0.35,PS_NJ
0.6,0.3,Bio,20,0.99,0.43,ATSI_OH
0.6,0.3,Bio,20,0.99,0.43,ATSI_OH
0.6,0.3,Bio,20,0.99,0.43,ATSI_OH
7.8, ,SolarPV,0,0,0.35,JC_NJ
237,125,NGCC,18.75,0.4,0.98,DOM_VA
237,125,NGCC,18.75,0.4,0.98,DOM_VA
338,165,NGCC,18.75,0.4,0.98,DOM_VA
2, ,SolarPV,0,0,0.35,AEP_IN
2, ,SolarPV,0,0,0.35,AEP_IN
98,49,WindOn,0,0,0.28,AEP_IL
1,0.1,WindOn,0,0,0.28,ATSI_OH
1.1,0.5,Bio,20,0.99,0.43,BC_MD
1.1,0.5,Bio,20,0.99,0.43,BC_MD
0.8, ,SolarPV,0,0,0.35,BC_MD
3,1.6,NGCT,26.3,0.59,0.98,PS_NJ
2.4, ,SolarPV,0,0,0.35,PS_NJ
3.8,2.8,NGCT,26.3,0.59,0.98,PL_PA
2.7, ,SolarPV,0,0,0.35,PS_NJ
2, ,SolarPV,0,0,0.35,PS_NJ
9.8, ,SolarPV,0,0,0.35,JC_NJ
4.9, ,SolarPV,0,0,0.35,AEP_NC
3.2,0.5,Landfill_NG,15,0.39,0.43,AE_NJ
5, ,SolarPV,0,0,0.35,DOM_NC
30,0.5,WindOn,0,0,0.28,AP_MD
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
20, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
20, ,SolarPV,0,0,0.35,DOM_NC
1.2, ,SolarPV,0,0,0.35,PE_NJ
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,DOM_NC
5, ,SolarPV,0,0,0.35,JC_NJ
7, ,SolarPV,0,0,0.35,JC_NJ
310.3, ,NGCC,18.75,0.4,0.98,DPL_MD
310.3, ,NGCC,18.75,0.4,0.98,DPL_MD
493, ,NGCC,18.75,0.4,0.98,DPL_MD
1.5, ,SolarPV,0,0,0.35,AE_NJ
3.3,2.3,NG,22.525,0.495,0.98,AEP_IN
3.3,2.3,NG,22.525,0.495,0.98,AEP_IN
3.3,2.3,NG,22.525,0.495,0.98,AEP_IN
3.3,2.3,NG,22.525,0.495,0.98,AEP_IN
1.3, ,SolarPV,0,0,0.35,JC_NJ
1, ,SolarPV,0,0,0.35,JC_NJ
4,0,SolarPV,0,0,0.35,AEP_OH
105,0,WindOn,0,0,0.28,AEP_OH
1.5, ,SolarPV,0,0,0.35,PS_NJ
5, ,SolarPV,0,0,0.35,JC_NJ
